name,exonCount,geneType,txLen
ENST00000493368.1,5,protein_coding,6493
ENST00000318158.6,9,protein_coding,14325
ENST00000607784.1,9,protein_coding,12134
ENST00000307750.4,2,protein_coding,27286
ENST00000582257.1,1,misc_RNA,315
ENST00000413915.1,2,antisense,1150
ENST00000432825.2,11,protein_coding,65362
ENST00000541829.1,9,protein_coding,76328
ENST00000544475.1,11,protein_coding,76328
ENST00000543968.1,6,protein_coding,14345
ENST00000537239.2,3,protein_coding,51130
ENST00000377773.5,2,protein_coding,4185
ENST00000321301.6,2,protein_coding,4230
ENST00000401811.3,2,protein_coding,4147
ENST00000544379.1,2,protein_coding,3955
ENST00000377765.3,16,protein_coding,95905
ENST00000364417.1,1,misc_RNA,303
ENST00000539465.1,16,protein_coding,78900
ENST00000536622.1,12,protein_coding,25679
ENST00000541302.1,11,protein_coding,25524
ENST00000377753.2,7,protein_coding,24630
ENST00000537911.1,8,protein_coding,24100
ENST00000377754.2,8,protein_coding,24865
ENST00000297994.3,9,protein_coding,25156
ENST00000327304.5,4,protein_coding,5344
ENST00000490516.1,3,protein_coding,4126
ENST00000396521.3,3,protein_coding,4458
ENST00000377724.3,7,protein_coding,62824
ENST00000242323.7,6,protein_coding,66874
ENST00000483167.1,3,protein_coding,8507
ENST00000380590.3,2,protein_coding,3215
ENST00000377716.2,3,protein_coding,16507
ENST00000242275.6,3,protein_coding,16483
ENST00000515936.1,1,snRNA,62
ENST00000377700.4,3,protein_coding,53789
ENST00000363156.1,1,snoRNA,134
ENST00000459319.1,1,snoRNA,101
ENST00000422554.2,4,lincRNA,16004
ENST00000377698.3,2,protein_coding,5998
ENST00000377694.1,5,protein_coding,15454
ENST00000562942.1,3,processed_transcript,2199
ENST00000566717.2,8,protein_coding,36639
ENST00000313339.3,8,protein_coding,36639
ENST00000566538.1,2,processed_transcript,827
ENST00000567428.2,3,processed_transcript,25944
ENST00000357072.5,7,protein_coding,33904
ENST00000607974.1,7,protein_coding,33904
ENST00000565670.1,1,pseudogene,1750
ENST00000399703.5,16,protein_coding,49303
ENST00000475234.1,4,protein_coding,3751
ENST00000471864.1,2,antisense,1993
ENST00000484285.2,2,antisense,2551
ENST00000377680.3,2,antisense,3903
ENST00000516916.1,1,snRNA,99
ENST00000444791.2,3,lincRNA,47910
ENST00000582799.1,1,misc_RNA,259
ENST00000377647.3,4,protein_coding,6258
ENST00000473440.1,3,protein_coding,1365
ENST00000465257.2,2,lincRNA,5852
ENST00000427327.1,3,lincRNA,20800
ENST00000423499.3,2,lincRNA,1670
ENST00000602828.1,1,pseudogene,3372
ENST00000580763.1,1,misc_RNA,259
ENST00000456183.2,4,protein_coding,6236
ENST00000434519.2,2,lincRNA,5874
ENST00000433614.1,2,lincRNA,1945
ENST00000426179.1,1,protein_coding,3798
ENST00000577458.1,1,misc_RNA,259
ENST00000356699.5,4,protein_coding,6247
ENST00000463536.1,3,protein_coding,1350
ENST00000432614.1,2,lincRNA,9242
ENST00000604146.1,2,lincRNA,7018
ENST00000445963.1,2,lincRNA,1672
ENST00000441795.1,6,protein_coding,23541
ENST00000602553.1,5,protein_coding,20684
ENST00000377626.3,5,protein_coding,20164
ENST00000450779.1,2,antisense,1950
ENST00000427006.2,2,lincRNA,5853
ENST00000440883.1,2,antisense,9235
ENST00000429767.1,4,protein_coding,6258
ENST00000603746.1,2,protein_coding,2010
ENST00000377621.1,4,protein_coding,6247
ENST00000464795.1,3,protein_coding,1349
ENST00000429787.2,2,pseudogene,9242
ENST00000419990.1,2,lincRNA,6973
ENST00000454645.1,3,lincRNA,57966
ENST00000584478.1,1,misc_RNA,282
ENST00000516915.1,1,snoRNA,95
ENST00000425632.1,3,lincRNA,22227
ENST00000450520.1,2,antisense,4045
ENST00000377601.2,15,protein_coding,43108
ENST00000477139.2,8,protein_coding,28370
ENST00000391139.1,1,snRNA,107
ENST00000590154.1,4,protein_coding,9115
ENST00000592873.1,1,processed_transcript,4692
ENST00000584750.1,1,miRNA,67
ENST00000377391.3,11,protein_coding,43076
ENST00000478448.1,2,protein_coding,3324
ENST00000377590.1,1,protein_coding,3109
ENST00000454768.2,3,pseudogene,8027
ENST00000453998.1,4,lincRNA,5130
ENST00000344538.4,4,protein_coding,17423
ENST00000439245.1,3,antisense,10706
ENST00000453946.2,2,antisense,10857
ENST00000459237.1,1,snRNA,107
ENST00000377437.2,1,protein_coding,420
ENST00000453939.1,2,lincRNA,2203
ENST00000447613.1,3,lincRNA,15029
ENST00000450911.2,5,lincRNA,5344
ENST00000332857.6,4,protein_coding,6224
ENST00000496386.1,3,protein_coding,1349
ENST00000580329.1,1,misc_RNA,259
ENST00000467854.1,2,protein_coding,1473
ENST00000459383.1,1,snRNA,107
ENST00000439824.2,3,lincRNA,6740
ENST00000598421.1,1,protein_coding,162
ENST00000425493.1,3,lincRNA,7121
ENST00000540551.1,1,protein_coding,1711
ENST00000435586.1,2,lincRNA,2675
ENST00000459194.1,1,misc_RNA,112
ENST00000377548.2,3,protein_coding,2958
ENST00000448436.2,2,protein_coding,1510
ENST00000377542.3,2,protein_coding,1170
ENST00000377547.3,2,lincRNA,1211
ENST00000421848.1,2,lincRNA,18358
ENST00000459296.1,1,misc_RNA,112
ENST00000441101.1,4,lincRNA,12189
ENST00000443347.1,3,lincRNA,4141
ENST00000417850.1,3,lincRNA,47924
ENST00000442207.1,3,lincRNA,22132
ENST00000599070.1,1,protein_coding,270
ENST00000591621.1,1,lincRNA,935
ENST00000582180.1,1,misc_RNA,282
ENST00000377531.3,2,protein_coding,1168
ENST00000377529.1,1,protein_coding,1338
ENST00000458932.1,1,misc_RNA,112
ENST00000516808.1,1,snoRNA,95
ENST00000583335.1,1,misc_RNA,282
ENST00000458898.1,1,misc_RNA,112
ENST00000418666.2,3,lincRNA,4088
ENST00000452477.1,2,antisense,21016
ENST00000459329.1,1,misc_RNA,112
ENST00000377525.1,1,protein_coding,1341
ENST00000417276.1,1,protein_coding,2447
ENST00000426006.1,2,protein_coding,409
ENST00000516324.1,1,snoRNA,95
ENST00000585262.1,1,misc_RNA,282
ENST00000429818.1,3,lincRNA,2319
ENST00000377614.3,3,pseudogene,59039
ENST00000428709.2,3,lincRNA,6834
ENST00000428440.1,3,lincRNA,6828
ENST00000446626.2,2,lincRNA,2359
ENST00000438517.1,6,protein_coding,18444
ENST00000469570.1,2,protein_coding,1473
ENST00000366195.2,2,lincRNA,1244
ENST00000377512.1,2,lincRNA,6976
ENST00000355045.2,4,protein_coding,6248
ENST00000491812.2,3,protein_coding,1356
ENST00000448485.1,2,lincRNA,3353
ENST00000424345.1,5,lincRNA,12022
ENST00000365604.1,1,rRNA,119
ENST00000590130.1,2,pseudogene,3576
ENST00000445604.2,5,lincRNA,32491
ENST00000305709.5,2,lincRNA,2656
ENST00000384219.1,1,snRNA,107
ENST00000446288.2,5,lincRNA,38475
ENST00000459322.1,1,miRNA,76
ENST00000578257.1,1,miRNA,83
ENST00000315293.2,4,lincRNA,14673
ENST00000582107.1,1,miRNA,67
ENST00000584771.1,1,miRNA,67
ENST00000432011.2,5,pseudogene,9063
ENST00000441326.1,2,lincRNA,3353
ENST00000362562.1,1,misc_RNA,112
ENST00000455764.2,2,protein_coding,1681
ENST00000515258.2,2,pseudogene,1051
ENST00000315762.5,1,pseudogene,2483
ENST00000377484.3,2,protein_coding,1174
ENST00000491684.2,1,misc_RNA,282
ENST00000517069.1,1,snoRNA,95
ENST00000543078.1,1,protein_coding,420
ENST00000377477.2,15,protein_coding,43080
ENST00000391117.1,1,snRNA,107
ENST00000417488.1,6,protein_coding,19206
ENST00000431077.1,3,lincRNA,16034
ENST00000417843.2,5,lincRNA,12016
ENST00000384547.1,1,rRNA,118
ENST00000581659.1,1,miRNA,81
ENST00000580239.1,1,miRNA,77
ENST00000578094.1,1,miRNA,83
ENST00000583495.1,1,miRNA,76
ENST00000459317.1,1,miRNA,83
ENST00000459575.1,1,miRNA,83
ENST00000591037.1,9,pseudogene,67607
ENST00000412376.1,7,lincRNA,26258
ENST00000416700.1,2,lincRNA,2683
ENST00000423390.1,4,lincRNA,5246
ENST00000377473.1,1,protein_coding,2725
ENST00000354995.3,1,protein_coding,1188
ENST00000377441.1,3,protein_coding,6134
ENST00000377439.1,2,protein_coding,3610
ENST00000414341.2,2,protein_coding,2696
ENST00000357336.3,15,protein_coding,43749
ENST00000459461.1,1,snRNA,107
ENST00000580681.1,1,miRNA,67
ENST00000322495.3,4,protein_coding,10096
ENST00000458761.1,1,miRNA,82
ENST00000384077.1,1,snRNA,107
ENST00000377420.1,1,protein_coding,3109
ENST00000377413.1,1,protein_coding,3109
ENST00000382405.3,15,protein_coding,58243
ENST00000377395.4,13,protein_coding,57739
ENST00000430059.2,14,protein_coding,57751
ENST00000476797.1,15,protein_coding,45273
ENST00000429800.2,14,protein_coding,57746
ENST00000377392.5,15,protein_coding,56493
ENST00000377384.1,3,protein_coding,6703
ENST00000425587.1,2,antisense,662
ENST00000417734.1,1,protein_coding,438
ENST00000342833.2,1,protein_coding,2725
ENST00000419576.1,2,lincRNA,1053
ENST00000429953.2,6,lincRNA,8043
ENST00000604870.2,12,protein_coding,78038
ENST00000420855.1,3,antisense,2632
ENST00000417887.1,2,antisense,2664
ENST00000590767.1,2,antisense,3579
ENST00000609241.1,4,antisense,8514
ENST00000446984.2,3,antisense,8522
ENST00000592778.1,4,antisense,8409
ENST00000434656.1,2,sense_intronic,2527
ENST00000377311.3,2,protein_coding,4288
ENST00000432148.1,4,lincRNA,2576
ENST00000474356.1,2,protein_coding,2156
ENST00000394264.3,1,protein_coding,3646
ENST00000442103.1,3,antisense,20873
ENST00000384273.1,1,snRNA,107
ENST00000377276.2,1,protein_coding,1571
ENST00000377270.3,5,protein_coding,38955
ENST00000396366.2,5,protein_coding,37261
ENST00000498653.1,5,protein_coding,36945
ENST00000498204.1,2,protein_coding,1864
ENST00000600472.1,1,protein_coding,312
ENST00000303068.7,9,protein_coding,21190
ENST00000469179.1,4,protein_coding,5894
ENST00000377216.3,2,protein_coding,4535
ENST00000457328.1,2,3prime_overlapping_ncrna,474
ENST00000470082.1,3,protein_coding,11670
ENST00000567129.1,1,lincRNA,965
ENST00000472967.2,2,protein_coding,2837
ENST00000439418.1,2,lincRNA,1757
ENST00000484405.2,1,misc_RNA,288
ENST00000414515.3,3,antisense,28045
ENST00000585478.1,2,antisense,1579
ENST00000590177.2,4,antisense,5288
ENST00000610059.1,4,antisense,6373
ENST00000451488.1,3,antisense,4407
ENST00000377178.3,4,antisense,22699
ENST00000460688.1,2,protein_coding,2168
ENST00000448377.3,3,antisense,6247
ENST00000535188.1,2,antisense,3246
ENST00000420573.1,2,antisense,769
ENST00000410533.1,1,snRNA,180
ENST00000594708.1,4,antisense,64870
ENST00000459091.1,1,misc_RNA,95
ENST00000471372.1,7,protein_coding,5854
ENST00000605957.1,1,misc_RNA,297
ENST00000436491.1,2,antisense,4817
ENST00000415119.1,2,antisense,4817
ENST00000385200.1,1,miRNA,110
ENST00000377097.3,3,protein_coding,20120
ENST00000437699.3,3,protein_coding,2548
ENST00000377041.2,5,protein_coding,48480
ENST00000333421.6,4,protein_coding,45591
ENST00000364052.1,1,misc_RNA,96
ENST00000377024.3,5,protein_coding,9230
ENST00000424431.2,4,protein_coding,21042
ENST00000427901.1,2,lincRNA,448
ENST00000516619.1,1,rRNA,119
ENST00000436054.1,5,lincRNA,37775
ENST00000459030.1,1,snoRNA,104
ENST00000486417.1,11,protein_coding,44283
ENST00000449235.1,4,lincRNA,2371
ENST00000297785.3,13,protein_coding,52394
ENST00000376939.1,8,protein_coding,36088
ENST00000482210.1,7,protein_coding,29114
ENST00000257497.6,13,protein_coding,18637
ENST00000376911.1,12,protein_coding,12740
ENST00000491192.1,2,protein_coding,2296
ENST00000408183.1,1,miRNA,108
ENST00000422909.1,3,lincRNA,5884
ENST00000391152.1,1,rRNA,106
ENST00000423681.1,3,lincRNA,12000
ENST00000417576.2,3,antisense,13577
ENST00000396204.2,10,protein_coding,71602
ENST00000365347.1,1,misc_RNA,328
ENST00000483186.1,4,protein_coding,13826
ENST00000516350.1,1,misc_RNA,96
ENST00000516949.1,1,snRNA,107
ENST00000376854.5,2,protein_coding,6306
ENST00000376834.3,8,protein_coding,47375
ENST00000376837.3,6,protein_coding,43358
ENST00000455336.2,2,sense_intronic,6209
ENST00000376830.3,2,protein_coding,11575
ENST00000376811.1,10,protein_coding,27618
ENST00000482537.1,2,protein_coding,6006
ENST00000361092.4,9,protein_coding,27010
ENST00000376808.4,8,protein_coding,27018
ENST00000363171.1,1,misc_RNA,102
ENST00000391014.1,1,snRNA,107
ENST00000455583.1,2,lincRNA,8880
ENST00000459310.1,1,snoRNA,106
ENST00000408586.2,1,miRNA,86
ENST00000459505.1,1,miRNA,97
ENST00000376736.1,4,protein_coding,8989
ENST00000479197.1,2,protein_coding,6934
ENST00000442371.1,3,protein_coding,65749
ENST00000444201.2,3,protein_coding,48263
ENST00000376730.4,4,protein_coding,48187
ENST00000463508.2,1,miRNA,57
ENST00000578375.1,1,miRNA,86
ENST00000412654.1,4,antisense,23134
ENST00000376708.1,1,protein_coding,1299
ENST00000415172.1,2,antisense,1239
ENST00000423463.2,17,protein_coding,39825
ENST00000484581.2,5,protein_coding,26683
ENST00000376646.3,6,protein_coding,27631
ENST00000464095.1,4,protein_coding,7561
ENST00000364841.1,1,snRNA,107
ENST00000410520.1,1,misc_RNA,314
ENST00000347159.2,8,protein_coding,32312
ENST00000376588.3,9,protein_coding,32951
ENST00000566873.1,5,lincRNA,10253
ENST00000413352.2,2,lincRNA,15556
ENST00000455913.1,6,protein_coding,78867
ENST00000448475.1,2,lincRNA,11983
ENST00000565707.1,1,lincRNA,3007
ENST00000417801.1,2,lincRNA,3977
ENST00000408654.1,1,miRNA,88
ENST00000397864.2,3,lincRNA,1538
ENST00000376484.1,4,protein_coding,13658
ENST00000464999.1,6,protein_coding,8697
ENST00000437181.1,4,lincRNA,87188
ENST00000384477.1,1,snRNA,107
ENST00000581036.1,1,miRNA,86
ENST00000516358.1,1,rRNA,103
ENST00000364099.1,1,snoRNA,68
ENST00000527857.1,4,pseudogene,6490
ENST00000427387.1,2,lincRNA,3348
ENST00000341875.4,4,pseudogene,6516
ENST00000585776.1,5,lincRNA,46864
ENST00000334208.4,4,pseudogene,6536
ENST00000344803.2,4,protein_coding,6485
ENST00000585998.1,2,lincRNA,4372
ENST00000436084.1,2,lincRNA,1052
ENST00000422010.1,3,lincRNA,1881
ENST00000376447.3,17,protein_coding,83544
ENST00000340717.4,2,protein_coding,8518
ENST00000515967.1,1,misc_RNA,289
ENST00000416473.1,3,antisense,14912
ENST00000328788.1,3,protein_coding,24298
ENST00000376434.1,10,protein_coding,88972
ENST00000465485.1,2,protein_coding,33637
ENST00000515943.1,1,snRNA,174
ENST00000458111.1,2,antisense,3124
ENST00000459355.1,1,snoRNA,103
ENST00000516447.1,1,snoRNA,71
ENST00000362613.1,1,snRNA,141
ENST00000376395.4,11,protein_coding,48241
ENST00000257468.7,10,protein_coding,46506
ENST00000524818.1,2,antisense,5276
ENST00000531661.1,2,antisense,5061
ENST00000376362.1,4,protein_coding,9652
ENST00000458016.1,5,antisense,7932
ENST00000439378.3,3,antisense,6299
ENST00000417672.1,4,antisense,6021
ENST00000591217.1,8,antisense,36221
ENST00000412069.1,2,antisense,532
ENST00000608866.1,4,antisense,11498
ENST00000590368.1,5,antisense,18993
ENST00000590813.1,3,antisense,10345
ENST00000586206.1,5,antisense,10440
ENST00000589817.1,4,antisense,18899
ENST00000589233.1,3,antisense,9939
ENST00000586211.1,4,antisense,9044
ENST00000592283.1,3,antisense,1040
ENST00000590417.1,3,antisense,1121
ENST00000421734.3,3,antisense,9443
ENST00000376347.1,5,protein_coding,9153
ENST00000376344.3,4,protein_coding,18407
ENST00000314700.1,5,protein_coding,18673
ENST00000376340.2,3,protein_coding,2680
ENST00000376281.4,17,protein_coding,12522
ENST00000376263.3,17,protein_coding,12186
ENST00000376264.2,17,protein_coding,12571
ENST00000351839.3,16,protein_coding,10256
ENST00000360384.5,17,protein_coding,11342
ENST00000384871.1,1,miRNA,110
ENST00000448389.1,2,antisense,3545
ENST00000325875.3,3,protein_coding,23273
ENST00000365653.1,1,misc_RNA,102
ENST00000423515.2,9,lincRNA,31135
ENST00000495823.1,5,protein_coding,35384
ENST00000491784.1,7,protein_coding,35355
ENST00000376080.1,7,protein_coding,35327
ENST00000447148.1,3,lincRNA,9071
ENST00000443630.1,4,lincRNA,5534
ENST00000376040.1,12,protein_coding,45513
ENST00000388712.3,10,protein_coding,73413
ENST00000388711.3,10,protein_coding,74003
ENST00000257504.6,7,protein_coding,42425
ENST00000469914.1,2,protein_coding,8160
ENST00000411080.1,1,misc_RNA,289
ENST00000375991.4,4,protein_coding,17984
ENST00000452279.2,4,protein_coding,17189
ENST00000311534.6,4,protein_coding,16430
ENST00000326094.4,4,protein_coding,15676
ENST00000277141.6,28,protein_coding,66678
ENST00000375961.2,26,protein_coding,66722
ENST00000375960.2,20,protein_coding,66722
ENST00000375957.1,12,protein_coding,31910
ENST00000375963.3,27,protein_coding,66454
ENST00000469004.1,2,protein_coding,1026
ENST00000375948.1,5,protein_coding,6245
ENST00000375947.1,4,protein_coding,7837
ENST00000438582.1,2,lincRNA,289
ENST00000410361.1,1,snRNA,191
ENST00000298743.7,1,protein_coding,2826
ENST00000415801.1,7,lincRNA,53335
ENST00000375941.2,2,protein_coding,10913
ENST00000391119.1,1,snoRNA,136
ENST00000431813.1,2,sense_intronic,1006
ENST00000466188.1,2,protein_coding,11533
ENST00000343150.5,8,protein_coding,5874
ENST00000340342.6,8,protein_coding,5278
ENST00000495822.1,6,protein_coding,5260
ENST00000342020.5,5,protein_coding,2858
ENST00000410476.1,1,miRNA,93
ENST00000354530.2,5,pseudogene,13970
ENST00000415441.1,2,pseudogene,4425
ENST00000411992.1,4,antisense,5330
ENST00000399186.2,2,antisense,2385
ENST00000447524.1,2,lincRNA,2125
ENST00000325643.5,4,protein_coding,6074
ENST00000602681.1,6,pseudogene,6616
ENST00000336654.5,7,protein_coding,8144
ENST00000375883.3,7,protein_coding,8308
ENST00000375871.4,6,protein_coding,8038
ENST00000605159.1,7,protein_coding,7895
ENST00000325303.8,8,protein_coding,8119
ENST00000606534.1,1,snRNA,107
ENST00000516490.1,1,snoRNA,91
ENST00000375859.3,6,protein_coding,90276
ENST00000541629.1,9,protein_coding,87484
ENST00000469017.2,9,protein_coding,87484
ENST00000375854.3,2,protein_coding,9447
ENST00000487646.2,2,protein_coding,9876
ENST00000375855.3,3,protein_coding,40685
ENST00000418343.2,4,lincRNA,24948
ENST00000581736.1,1,miRNA,70
ENST00000421482.1,2,lincRNA,4661
ENST00000375851.2,3,protein_coding,5278
ENST00000375850.3,2,protein_coding,1144
ENST00000334490.5,3,protein_coding,5213
ENST00000439796.1,1,lincRNA,445
ENST00000375831.1,3,protein_coding,4772
ENST00000429700.1,3,sense_intronic,21048
ENST00000314355.6,3,protein_coding,5506
ENST00000580744.1,1,miRNA,82
ENST00000375807.3,17,protein_coding,41137
ENST00000339901.4,17,protein_coding,41124
ENST00000534113.2,17,protein_coding,40313
ENST00000470305.1,3,protein_coding,8246
ENST00000420101.2,3,protein_coding,3051
ENST00000469653.1,4,protein_coding,7919
ENST00000582777.1,1,miRNA,84
ENST00000252506.6,4,protein_coding,1543
ENST00000375769.1,3,protein_coding,1198
ENST00000494726.1,3,protein_coding,1007
ENST00000444374.1,2,lincRNA,18020
ENST00000421297.1,3,lincRNA,22059
ENST00000442086.1,2,lincRNA,1335
ENST00000446201.1,2,lincRNA,9205
ENST00000583807.1,1,miRNA,95
ENST00000375765.3,2,protein_coding,33273
ENST00000375746.1,14,protein_coding,71062
ENST00000427745.1,2,lincRNA,8134
ENST00000563268.1,3,lincRNA,4818
ENST00000423380.1,3,lincRNA,2348
ENST00000457976.1,2,lincRNA,43950
ENST00000423719.2,2,lincRNA,6004
ENST00000414768.2,4,lincRNA,12045
ENST00000608358.1,1,lincRNA,4125
ENST00000297689.3,2,protein_coding,14818
ENST00000442072.1,2,lincRNA,907
ENST00000580936.1,1,miRNA,111
ENST00000262554.2,15,protein_coding,83378
ENST00000482632.1,8,protein_coding,56206
ENST00000337841.4,6,protein_coding,36323
ENST00000416438.2,4,processed_transcript,18648
ENST00000459125.1,1,snoRNA,104
ENST00000415471.2,2,lincRNA,7064
ENST00000457003.1,3,antisense,4803
ENST00000375627.1,6,protein_coding,16101
ENST00000474340.1,2,protein_coding,2940
ENST00000459229.1,1,snoRNA,133
ENST00000442668.2,17,protein_coding,28199
ENST00000358855.4,18,protein_coding,27865
ENST00000545558.1,17,protein_coding,27861
ENST00000535387.1,15,protein_coding,26326
ENST00000542053.1,16,protein_coding,27498
ENST00000543985.1,5,protein_coding,5363
ENST00000468743.1,2,protein_coding,3512
ENST00000375550.4,3,protein_coding,10217
ENST00000375543.1,6,protein_coding,26302
ENST00000375544.3,8,protein_coding,26302
ENST00000395538.3,7,protein_coding,17784
ENST00000450139.2,4,protein_coding,11776
ENST00000583240.1,1,miRNA,75
ENST00000375579.3,4,protein_coding,14908
ENST00000375576.1,3,protein_coding,4621
ENST00000486841.1,2,protein_coding,5775
ENST00000375522.1,5,protein_coding,22553
ENST00000375512.3,8,protein_coding,53450
ENST00000356884.6,7,protein_coding,53450
ENST00000473204.1,11,pseudogene,79306
ENST00000516963.1,1,snRNA,103
ENST00000395505.2,3,protein_coding,10727
ENST00000395506.3,4,protein_coding,31895
ENST00000375495.3,5,protein_coding,31940
ENST00000332591.6,4,protein_coding,31954
ENST00000446878.1,2,pseudogene,1974
ENST00000375482.3,18,protein_coding,88786
ENST00000416701.2,18,protein_coding,72065
ENST00000468206.1,3,protein_coding,12604
ENST00000337352.6,18,protein_coding,61751
ENST00000538555.1,10,protein_coding,20711
ENST00000375472.3,5,protein_coding,26432
ENST00000375469.1,5,protein_coding,16031
ENST00000428958.1,2,antisense,591
ENST00000375464.2,6,protein_coding,17065
ENST00000488630.1,2,protein_coding,3392
ENST00000375446.4,4,protein_coding,12800
ENST00000489274.1,2,protein_coding,4694
ENST00000366188.2,3,lincRNA,1517
ENST00000471076.1,2,protein_coding,5079
ENST00000375419.1,5,protein_coding,28216
ENST00000363700.1,1,snRNA,112
ENST00000364204.1,1,misc_RNA,112
ENST00000443716.1,2,antisense,958
ENST00000445280.1,2,antisense,1790
ENST00000479094.1,3,protein_coding,5031
ENST00000423591.1,3,protein_coding,5069
ENST00000375412.5,3,protein_coding,7099
ENST00000277165.6,18,protein_coding,114386
ENST00000375389.3,9,protein_coding,79516
ENST00000340893.4,17,protein_coding,114225
ENST00000333936.5,19,protein_coding,114225
ENST00000475933.1,3,protein_coding,3115
ENST00000582353.1,1,miRNA,108
ENST00000359246.4,22,protein_coding,103177
ENST00000375376.4,9,protein_coding,102961
ENST00000584984.1,1,miRNA,65
ENST00000443771.1,2,lincRNA,1251
ENST00000253968.6,4,protein_coding,3750
ENST00000401724.1,3,protein_coding,1805
ENST00000453045.1,2,lincRNA,2089
ENST00000467049.1,3,protein_coding,7826
ENST00000602703.1,2,lincRNA,34339
ENST00000362295.2,1,miRNA,92
ENST00000362202.1,1,miRNA,87
ENST00000602652.1,1,lincRNA,1435
ENST00000416309.2,4,lincRNA,27942
ENST00000362263.1,1,miRNA,87
ENST00000459573.1,1,snoRNA,104
ENST00000516914.1,1,snRNA,71
ENST00000395395.2,5,protein_coding,42144
ENST00000340911.4,5,protein_coding,42127
ENST00000481550.2,3,protein_coding,15697
ENST00000480716.1,4,protein_coding,17089
ENST00000375354.4,4,protein_coding,18289
ENST00000335456.7,8,protein_coding,13322
ENST00000341207.4,8,protein_coding,10449
ENST00000253262.4,7,protein_coding,10449
ENST00000454869.1,3,lincRNA,28473
ENST00000375344.3,12,protein_coding,86492
ENST00000428393.2,10,protein_coding,44313
ENST00000365575.1,1,snRNA,107
ENST00000452148.2,3,antisense,13059
ENST00000375337.3,7,protein_coding,35074
ENST00000516344.1,1,miRNA,96
ENST00000437846.1,2,sense_intronic,502
ENST00000416455.1,3,sense_intronic,4326
ENST00000473778.1,4,protein_coding,12468
ENST00000439872.1,2,antisense,6396
ENST00000384832.1,1,miRNA,97
ENST00000385129.1,1,miRNA,97
ENST00000384885.2,1,miRNA,81
ENST00000423075.1,2,antisense,754
ENST00000464653.1,4,protein_coding,13286
ENST00000516075.1,1,rRNA,93
ENST00000459065.1,1,snoRNA,104
ENST00000603533.1,1,lincRNA,673
ENST00000433644.2,2,lincRNA,11963
ENST00000331920.6,24,protein_coding,65682
ENST00000418258.1,24,protein_coding,64216
ENST00000421141.1,24,protein_coding,65057
ENST00000437951.1,24,protein_coding,73982
ENST00000430669.2,23,protein_coding,73646
ENST00000429896.2,24,protein_coding,63256
ENST00000375274.2,24,protein_coding,70807
ENST00000548379.1,5,protein_coding,22907
ENST00000468211.2,5,protein_coding,35229
ENST00000605700.1,1,antisense,456
ENST00000604104.1,1,antisense,1402
ENST00000604650.1,1,antisense,476
ENST00000419620.1,3,lincRNA,6742
ENST00000600140.1,1,protein_coding,2409
ENST00000429781.1,3,processed_transcript,34988
ENST00000517038.1,1,snRNA,113
ENST00000362332.1,1,rRNA,137
ENST00000407474.3,4,protein_coding,40908
ENST00000412122.2,2,lincRNA,2029
ENST00000432783.1,6,lincRNA,6702
ENST00000365068.1,1,misc_RNA,96
ENST00000464104.1,8,protein_coding,15165
ENST00000375263.3,11,protein_coding,66847
ENST00000375262.2,10,protein_coding,66645
ENST00000577254.1,1,miRNA,100
ENST00000448857.1,3,antisense,3932
ENST00000384546.1,1,snRNA,104
ENST00000375257.1,6,protein_coding,32933
ENST00000482643.1,8,protein_coding,32574
ENST00000375256.4,5,protein_coding,32389
ENST00000466976.1,3,protein_coding,8312
ENST00000375242.3,14,protein_coding,64643
ENST00000481149.1,3,protein_coding,8101
ENST00000375234.3,6,protein_coding,15705
ENST00000464512.1,4,protein_coding,8983
ENST00000423924.1,2,lincRNA,34066
ENST00000602289.1,1,pseudogene,740
ENST00000223428.4,6,protein_coding,22182
ENST00000375231.1,6,protein_coding,22192
ENST00000472201.1,2,protein_coding,747
ENST00000506067.1,5,protein_coding,51520
ENST00000354649.3,7,protein_coding,11944
ENST00000372322.3,7,protein_coding,10415
ENST00000259470.5,8,protein_coding,6653
ENST00000538255.1,8,protein_coding,6695
ENST00000479932.1,5,protein_coding,1852
ENST00000442849.2,3,pseudogene,6275
ENST00000516912.1,1,snRNA,103
ENST00000416066.1,3,lincRNA,2337
ENST00000420204.1,2,lincRNA,1814
ENST00000366109.2,2,lincRNA,915
ENST00000460482.2,21,protein_coding,38453
ENST00000408342.1,1,miRNA,128
ENST00000355295.4,17,protein_coding,84176
ENST00000422139.2,16,protein_coding,84028
ENST00000540902.1,9,protein_coding,27573
ENST00000492428.1,2,protein_coding,2605
ENST00000451595.3,3,antisense,4001
ENST00000609957.1,5,antisense,4693
ENST00000375175.1,7,protein_coding,45820
ENST00000341170.4,10,protein_coding,33493
ENST00000354801.2,7,protein_coding,28986
ENST00000484708.1,3,protein_coding,7008
ENST00000437864.1,3,antisense,1537
ENST00000491445.1,2,protein_coding,1030
ENST00000375128.4,6,protein_coding,22449
ENST00000485042.1,2,protein_coding,889
ENST00000582499.1,1,miRNA,92
ENST00000562653.1,1,lincRNA,1728
ENST00000430058.1,2,lincRNA,4074
ENST00000375123.3,1,protein_coding,3451
ENST00000375119.3,5,protein_coding,18082
ENST00000478126.1,3,protein_coding,12484
ENST00000364960.1,1,misc_RNA,107
ENST00000259456.3,5,protein_coding,18066
ENST00000339399.4,7,protein_coding,32583
ENST00000473205.1,5,protein_coding,20544
