txStart	txEnd	name	geneType
131296109	131297972	RP11-495K9.3	lincRNA
131478843	131483034	RP11-897M7.2	TEC
131621890	131623203	RP11-495K9.9	lincRNA
131662595	131664704	RP11-495K9.6	lincRNA
131815262	131815368	RNU6-1017P	snRNA
132001689	132001775	AC137590.1	miRNA
132084319	132108899	EP400NL	protein_coding
132329849	132331575	RP13-895J2.7	antisense
132351854	132352322	RP13-895J2.9	TEC
132424503	132425208	RP13-714J12.1	lincRNA
132462241	132462856	RP11-503G7.2	lincRNA
132550728	132554947	RP13-554M15.7	TEC
132603168	132610374	LRCOL1	protein_coding
132618779	132622386	P2RX2	protein_coding
132618816	132621972	P2RX2	protein_coding
132618816	132621972	P2RX2	protein_coding
132687641	132704985	PXMP2	protein_coding
132711081	132721314	PGAM5	protein_coding
132725502	132761888	ANKLE2	protein_coding
132726805	132732210	ANKLE2	protein_coding
132727132	132732100	ANKLE2	protein_coding
132911469	132914732	RP11-46H11.3	lincRNA
133073515	133073983	RP11-386I8.5	TEC
133077761	133078392	RP11-386I8.4	TEC
133080881	133107526	ZNF140	protein_coding
133080931	133106866	ZNF140	protein_coding
133087512	133087615	Y_RNA	misc_RNA
133115691	133122340	CTD-2140B24.6	antisense
133143868	133156991	ZNF10	protein_coding
133181513	133205121	ZNF268	protein_coding
133181619	133202348	ZNF268	protein_coding
66303344	67229818	PCDH9	protein_coding
41719336	41961120	VWA8	protein_coding
100603926	100674879	TMTC4	protein_coding
26212774	26221703	RNF6	protein_coding
28303143	28346289	FLT1	protein_coding
34545928	34671182	RP11-266E6.3	lincRNA
34942659	35672736	NBEA	protein_coding
35476748	35672735	NBEA	protein_coding
35593005	35672735	NBEA	protein_coding
37636864	37869802	TRPC4	protein_coding
42886387	42992249	EPSTI1	protein_coding
42888493	42992165	EPSTI1	protein_coding
49247924	49293485	CDADC1	protein_coding
51365227	51421374	INTS6	protein_coding
51365735	51385264	INTS6	protein_coding
94286347	94403217	GPC6	protein_coding
96090838	96839562	HS6ST3	protein_coding
98450198	98577151	STK24	protein_coding
99606668	99897134	CLYBL	protein_coding
101452666	101720856	ITGBL1	protein_coding
101710803	102401774	FGF14	protein_coding
111114618	111293436	ARHGEF7	protein_coding
113208835	113267108	CUL4A	protein_coding
18195296	18232024	FAM230C	processed_transcript
19423051	19536762	TPTE2	protein_coding
19958707	20091829	ZMYM2	protein_coding
19958782	20086746	ZMYM2	protein_coding
20403666	20525857	CRYL1	protein_coding
20777329	20902774	XPO4	protein_coding
22040974	22276524	LINC00540	lincRNA
23328822	23433728	SACS	protein_coding
23570369	23674889	TNFRSF19	protein_coding
23570369	23676104	TNFRSF19	protein_coding
23979809	24035027	SPATA13	lincRNA
24160715	24307074	SPATA13	protein_coding
24764151	24879921	RNF17	protein_coding
24882283	24922889	CENPJ	protein_coding
26557749	26688948	WASF3	protein_coding
27620946	27667022	POLR1D	protein_coding
28003273	28100592	FLT3	protein_coding
28139032	28295335	PAN3	protein_coding
28368095	28495128	FLT1	protein_coding
28385547	28495079	FLT1	protein_coding
28399043	28495128	FLT1	protein_coding
29872612	29888405	LINC00297	lincRNA
30202629	30307484	KATNAL1	protein_coding
30208479	30307026	KATNAL1	protein_coding
30458746	30617597	HMGB1	protein_coding
30932702	30975502	TEX26	protein_coding
31199935	31332276	B3GLCT	protein_coding
32031299	32296613	FRY	protein_coding
32877430	32911650	LINC00423	lincRNA
33103169	33206006	STARD13	protein_coding
35768962	36131306	DCLK1	protein_coding
36168793	36297842	CCDC169-SOHLH2	protein_coding
36301639	36370180	SPG20	protein_coding
36431519	36442869	CCNA1	protein_coding
38533342	38545299	LINC00437	lincRNA
39053071	39221927	RP11-50D16.4	lincRNA
39342891	39603171	LHFP	protein_coding
39655676	39752632	COG6	protein_coding
40079105	40273509	RP11-427J23.1	lincRNA
40555666	40666597	FOXO1	protein_coding
40729134	40771173	MRPS31	protein_coding
41132951	41175659	RP11-74J13.8	antisense
42040035	42229755	DGKH	protein_coding
42574223	42606918	TNFSF11	protein_coding
42574303	42606918	TNFSF11	protein_coding
43213517	43786908	ENOX1	protein_coding
44110450	44240517	SMIM2-AS1	antisense
44432142	44474301	TSC22D1	protein_coding
44651811	44701016	LINC00407	lincRNA
45341344	45393413	TPT1-AS1	antisense
45341419	45377127	TPT1-AS1	antisense
45341537	45378620	TPT1-AS1	antisense
45344303	45379274	TPT1-AS1	antisense
45350322	45351350	RP11-290D2.3	lincRNA
45464924	45536630	COG3	protein_coding
46342966	46438190	KIAA0226L	protein_coding
46553199	46743595	LRCH1	protein_coding
47942655	48001354	SUCLA2	protein_coding
48303774	48481986	RB1	protein_coding
49310651	49444053	CAB39L	protein_coding
49531945	49567323	RCBTB1	protein_coding
49660722	49691463	EBPL	protein_coding
49660725	49691475	EBPL	protein_coding
50711900	50843939	DLEU7	protein_coding
51222370	51281480	FAM124A	protein_coding
51770783	51804098	DHRS12	protein_coding
53345210	53410880	RP11-384G23.1	lincRNA
60012750	60044357	DIAPH3-AS1	antisense
60397292	60573878	TDRD3	protein_coding
60397333	60573872	TDRD3	protein_coding
66977431	66985776	PCDH9-AS3	antisense
69700593	70108459	KLHL1	protein_coding
70107212	70139429	ATXN8OS	antisense
71437965	71867192	DACH1	protein_coding
72782058	73016461	PIBF1	protein_coding
72782139	72974251	PIBF1	protein_coding
72782224	73015980	PIBF1	protein_coding
75620433	75859868	LMO7	protein_coding
77044657	77327044	MYCBP2	protein_coding
77697853	77764242	SLAIN1	protein_coding
77698880	77763357	SLAIN1	protein_coding
86060812	86170890	RP11-30L8.1	lincRNA
88142866	88236082	RP11-545P6.2	lincRNA
95095768	95301433	ABCC4	protein_coding
96986745	96994369	OXGR1	protein_coding
97222295	97394119	MBNL2	protein_coding
98860202	99086625	DOCK9	protein_coding
99200908	99386427	UBAC2	protein_coding
100089014	100530432	PCCA	protein_coding
100089014	100530432	PCCA	protein_coding
100530182	100583997	GGACT	protein_coding
102292326	102394519	FGF14-IT1	sense_intronic
102597002	102678461	TPP2	protein_coding
106541672	106568164	ARGLU1	protein_coding
108665882	109048982	MYO16	protein_coding
110190742	110307131	COL4A1	protein_coding
111186853	111305737	ARHGEF7	protein_coding
111205288	111295192	ARHGEF7	protein_coding
112322566	112331225	LINC01044	lincRNA
112690328	112887168	ATP11A	protein_coding
112894377	113096861	MCF2L	protein_coding
112969220	113097074	MCF2L	protein_coding
113491095	113535286	TMCO3	protein_coding
113584740	113641470	TFDP1	protein_coding
113759239	113799660	TMEM255B	protein_coding
113759242	113816995	TMEM255B	protein_coding
18610297	18611675	LINC00388	lincRNA
18672826	18676163	LINC00387	lincRNA
18880053	18880157	RNU6-76P	snRNA
19008258	19012559	LINC00442	antisense
19088486	19088581	RNA5SP24	rRNA
19408041	19409529	RP11-385E5.5	lincRNA
19422882	19505940	TPTE2	protein_coding
19702499	19782917	PSPC1	protein_coding
19823483	19863636	ZMYM5	protein_coding
19930803	19930891	AL591925.1	miRNA
20102700	20103230	LINC01072	lincRNA
20433777	20433846	MIR4499	miRNA
20712430	20714146	RP11-261P13.5	TEC
21140513	21149082	SAP18	protein_coding
21234567	21235204	LINC01046	lincRNA
21372572	21459370	ZDHHC20	protein_coding
21790536	21790845	RN7SL766P	misc_RNA
22879124	22879199	AL162853.1	miRNA
22918590	22924602	RP11-124N19.3	lincRNA
23217431	23217534	RNU6-58P	snRNA
23891458	23897263	C1QTNF9B-AS1	antisense
24162415	24162504	MIR2276	miRNA
24331449	24337121	LINC00566	lincRNA
24609078	24609175	AL359538.1	miRNA
24680410	24711783	ATP12A	protein_coding
25169090	25172287	AMER2	protein_coding
25172827	25180079	LINC00463	lincRNA
25246200	25288009	MTMR6	protein_coding
25300123	25301438	RP11-271M24.2	lincRNA
25301523	25342416	NUP58	protein_coding
25301632	25340718	NUP58	protein_coding
26755199	26760785	GPR12	protein_coding
27170090	27171701	USP12	protein_coding
27178262	27208001	RP11-428O18.6	lincRNA
27236281	27236811	LINC00412	antisense
27251308	27256568	RPL21	protein_coding
27251578	27256568	RPL21	protein_coding
27343686	27343746	RNU6-70P	snRNA
27435642	27450574	MTIF3	protein_coding
27545910	27620404	LNX2	protein_coding
27621421	27623452	POLR1D	protein_coding
27792642	27794768	GSX1	protein_coding
27945205	27945590	ATP5EP2	protein_coding
27962136	27971139	CDX2	protein_coding
28629793	28629883	Y_RNA	misc_RNA
28659103	28678925	POMP	protein_coding
28703701	28703807	RNU6-53P	snRNA
29239378	29250554	MTUS2-AS2	antisense
29239786	29250554	MTUS2-AS2	antisense
29864110	29864187	AL139188.1	miRNA
29918646	29926651	LINC00572	antisense
30154065	30154586	LINC00385	lincRNA
30316359	30319903	LINC00427	lincRNA
30342459	30365761	LINC00426	lincRNA
30459849	30464310	HMGB1	protein_coding
30460894	30464247	HMGB1	protein_coding
30617936	30660770	USPL1	protein_coding
30713477	30764425	ALOX5AP	protein_coding
30735507	30764426	ALOX5AP	protein_coding
30881932	30931283	TEX26-AS1	antisense
30904756	30931554	TEX26-AS1	antisense
31975166	31975448	Metazoa_SRP	misc_RNA
31985684	31990997	LINC01073	lincRNA
32287850	32295503	FRY	protein_coding
32401676	32411606	N4BP2L1	protein_coding
32401815	32428133	N4BP2L1	protein_coding
33041351	33041443	AL161898.1	miRNA
33203170	33203223	AL139187.1	miRNA
33271436	33281169	STARD13-AS	processed_transcript
33657435	33659928	RP11-179A7.2	lincRNA
34533845	34534350	LINC00457	lincRNA
35474181	35477209	MAB21L1	protein_coding
36230774	36297824	CCDC169	protein_coding
36267167	36267274	RNU6-71P	snRNA
36673911	36697839	SERTM1	protein_coding
36844830	36879829	SMAD9	protein_coding
37000540	37009401	EXOSC8	protein_coding
37009493	37059650	SUPT20H	protein_coding
37034676	37034792	AL138706.1	miRNA
37166351	37166658	RN7SKP1	misc_RNA
37534939	37551536	LINC00547	lincRNA
37562582	37598844	POSTN	protein_coding
37562584	37598761	POSTN	protein_coding
38576639	38578994	LINC00366	lincRNA
38779423	38779516	RNU6-56P	snRNA
39038310	39050109	NHLRC3	protein_coding
40226826	40226932	RNY3P9	misc_RNA
40407121	40407440	RN7SKP2	misc_RNA
40789496	40810111	SLC25A15	protein_coding
40933351	40982225	ELF1	protein_coding
41061273	41084006	WBP4	protein_coding
41216974	41263484	MTRF1	protein_coding
41229179	41229676	RP11-74J13.9	sense_intronic
41311204	41377030	NAA16	protein_coding
41311279	41358718	NAA16	protein_coding
41354556	41354659	RNU6-57P	snRNA
41450011	41450099	AL354833.3	miRNA
41568285	41568395	MIR5006	miRNA
41905117	41905224	RNU6-74P	snRNA
41961168	41981565	VWA8-AS1	antisense
43023202	43114224	DNAJC15	protein_coding
43250060	43250120	AL607148.1	miRNA
43879283	43893931	LACC1	protein_coding
43879832	43893932	LACC1	protein_coding
43894724	43895182	RP11-5G9.6	TEC
44234117	44243192	RP11-478K15.6	lincRNA
44369364	44369877	RP11-269C23.5	lincRNA
44400249	44405885	TUSC8	lincRNA
44404354	44405984	TUSC8	lincRNA
44442077	44442127	AL139184.1	miRNA
44982076	45083125	RP11-321C24.1	lincRNA
44989563	45030305	GPALPP1	protein_coding
45378529	45390879	TPT1-AS1	antisense
45379283	45391157	TPT1-AS1	antisense
45393315	45418380	SLC25A30	protein_coding
45418161	45420371	SLC25A30-AS1	lincRNA
45680183	45701184	LINC01055	lincRNA
45702310	45714558	SPERT	protein_coding
45732088	45732172	AL139320.1	miRNA
45777242	45851736	SIAH3	protein_coding
46052805	46096531	CPB2-AS1	antisense
46052901	46113332	CPB2-AS1	antisense
46053186	46105076	CPB2	protein_coding
46249941	46250213	RN7SKP5	misc_RNA
46341999	46387500	KIAA0226L	protein_coding
46342963	46387233	KIAA0226L	protein_coding
46343279	46387252	KIAA0226L	protein_coding
46455336	46466783	LINC01198	lincRNA
46455352	46458238	LINC01198	lincRNA
46458060	46459185	LINC01198	lincRNA
47825329	47835956	RP11-279N8.1	lincRNA
48037566	48047222	NUDT15	protein_coding
48077136	48079991	MED4-AS1	antisense
48411044	48444704	LPAR6	protein_coding
48411047	48415810	LPAR6	protein_coding
48429268	48429554	Metazoa_SRP	misc_RNA
48532012	48532599	RP11-165D7.5	sense_intronic
48752088	48752156	AL137118.1	miRNA
49220337	49222377	MLNR	protein_coding
49310128	49351127	CAB39L	protein_coding
49459907	49495002	SETDB2	protein_coding
49792885	49793307	RP11-195L15.2	antisense
49889633	49889728	RNY4P30	misc_RNA
49908633	49908730	RNY4P9	misc_RNA
49997036	50013180	TRIM13	protein_coding
50015253	50020920	KCNRG	protein_coding
50015253	50020922	KCNRG	protein_coding
50044648	50044768	DLEU2_1	misc_RNA
50045142	50045232	DLEU2_2	misc_RNA
50048972	50049061	MIR16-1	miRNA
50049590	50049663	DLEU2_3	misc_RNA
50082294	50082484	DLEU1_1	misc_RNA
50363147	50363237	AL138696.1	miRNA
50520932	50527449	DLEU1-AS1	lincRNA
50822907	50843696	DLEU7	protein_coding
50882551	50905156	RNASEH2B-AS1	antisense
51932672	52011494	ATP7B	protein_coding
52012410	52017713	ALG11	protein_coding
52012413	52029664	ALG11	protein_coding
52132642	52159861	NEK3	protein_coding
52132642	52159861	NEK3	protein_coding
52455971	52476349	CKAP2	protein_coding
52497096	52500195	RP11-78J21.6	TEC
52600137	52642515	RP11-78J21.7	processed_transcript
52651304	52652279	RP11-93H24.3	lincRNA
52810043	52810139	MIR759	miRNA
53028758	53052057	OLFM4	protein_coding
53258076	53258372	RN7SL618P	misc_RNA
53367844	53367956	AL450423.1	miRNA
54805866	54805957	AL512655.1	miRNA
55174453	55174548	MIR5007	miRNA
56885283	56885602	RN7SKP6	misc_RNA
57160631	57163653	PRR20D	protein_coding
57632758	57633575	RP11-95F22.1	antisense
57991349	57991464	RNA5SP30	rRNA
60034464	60034762	RN7SL375P	misc_RNA
60144697	60153505	DIAPH3-AS2	antisense
61760283	61760376	AL596329.1	miRNA
62003524	62029548	LINC00358	lincRNA
62212576	62249947	LINC01075	lincRNA
62731859	62732359	LINC00448	lincRNA
64712007	64712072	AL356253.1	miRNA
65864172	65864266	AL354775.1	miRNA
66218249	66218324	MIR4704	miRNA
66630714	66630776	RNU7-87P	snRNA
67372386	67379976	LINC00364	lincRNA
69311332	69322101	RP11-459J23.1	lincRNA
70459463	70459570	RNU6-54P	snRNA
71978087	71978206	RNA5SP32	rRNA
72567212	72567380	uc_338	misc_RNA
73058791	73077542	KLF5	protein_coding
73800073	73802203	RP11-552M6.1	TEC
74231456	74259976	LINC00402	lincRNA
75109586	75109693	RNU6-38P	snRNA
75250479	75252012	LINC01078	lincRNA
75530204	75537805	COMMD6	protein_coding
75549479	75606020	UCHL3	protein_coding
75760433	75858672	LMO7	protein_coding
75760658	75858156	LMO7	protein_coding
76134930	76135225	RN7SL571P	misc_RNA
76887550	76891135	AC000403.4	lincRNA
76952476	76958636	IRG1	protein_coding
77005253	77027150	FBXL3	protein_coding
77027943	77028482	AC001226.7	lincRNA
77075513	77087778	MYCBP2-AS1	antisense
77075517	77087699	MYCBP2-AS1	antisense
77076902	77082186	MYCBP2-AS1	antisense
77741159	77764242	SLAIN1	protein_coding
77895480	77919768	EDNRB	protein_coding
77939161	77944874	RP11-318G21.4	lincRNA
78012882	78037219	LINC00446	lincRNA
78787318	78792307	LINC00331	lincRNA
79318867	79406221	RBM26	protein_coding
79319953	79405788	RBM26	protein_coding
79406347	79424328	RBM26-AS1	antisense
79477363	79481231	NDFIP2-AS1	antisense
79481452	79553195	NDFIP2	protein_coding
79804417	79805685	LINC01038	lincRNA
80011076	80028283	LINC01080	lincRNA
81043669	81044442	LINC00377	lincRNA
83877204	83882393	SLITRK1	protein_coding
85792789	85799488	SLITRK6	protein_coding
86911917	86937108	LINC00430	lincRNA
87427199	87447235	RP11-342C20.2	lincRNA
87607906	87609234	RP11-29P20.1	lincRNA
87612272	87671106	MIR4500HG	lincRNA
87801035	87803808	LINC00397	lincRNA
89837169	89837237	SNORD38	snoRNA
90493286	90535080	LINC01049	lincRNA
91347819	91354579	MIR17HG	processed_transcript
91379594	91379713	AL138714.1	miRNA
92239834	92241951	RP11-306O1.2	TEC
92339793	92340603	GPC5-AS2	antisense
93818423	93836144	GPC6-AS2	antisense
94699222	94699502	RN7SL585P	misc_RNA
94712715	94716246	SOX21-AS1	lincRNA
94960040	94961319	LINC00557	lincRNA
95560149	95560938	CLDN10	protein_coding
95578201	95644690	DZIP1	protein_coding
95578202	95643263	DZIP1	protein_coding
97363006	97363069	AL442067.1	miRNA
97675010	97677963	RP11-120E13.1	lincRNA
99254713	99258428	GPR18	protein_coding
99254731	99261744	GPR18	protein_coding
99356130	99356228	MIR623	miRNA
99496417	99499306	LINC01232	processed_transcript
99498736	99501250	RP11-214F16.8	lincRNA
99499726	99501052	LINC00449	antisense
99501416	99564006	TM9SF2	protein_coding
99690080	99690971	CLYBL-AS2	antisense
99994898	99997909	LINC00554	antisense
100037591	100037850	Metazoa_SRP	misc_RNA
100086030	100088848	RP11-12G12.7	lincRNA
101778883	101779048	RNU1-24P	snRNA
102016952	102017069	RNY1P2	misc_RNA
102766109	102773755	TEX30	protein_coding
102766109	102773811	TEX30	protein_coding
102784280	102799007	KDELC1	protein_coding
102799048	102841533	BIVM	protein_coding
102844843	102876001	ERCC5	protein_coding
103043997	103066846	SLC10A2	protein_coding
106128370	106128488	AL603632.1	miRNA
106567661	106567799	AL442127.1	miRNA
106773622	106774279	RP11-282A11.3	lincRNA
106903149	106904099	RP11-282A11.4	lincRNA
107465983	107466674	RP11-381O6.1	sense_intronic
108218378	108234255	ABHD13	protein_coding
108269895	108303467	TNFSF13B	protein_coding
109752697	109786568	IRS2	protein_coding
110265250	110266113	RP11-212E4.1	TEC
110613081	110616353	RP11-90L1.8	antisense
110713277	110723339	ING1	protein_coding
110809675	110813084	LINC00567	lincRNA
111095837	111103097	LINC00368	lincRNA
111144304	111144733	ARHGEF7-AS1	antisense
111320667	111344247	TEX29	protein_coding
111596008	111642079	RP11-65D24.1	lincRNA
112106094	112106882	LINC00404	lincRNA
112107118	112108015	LINC00403	lincRNA
112382277	112434689	SPACA7	protein_coding
112967483	112968824	MCF2L-AS1	antisense
113001713	113099735	MCF2L	protein_coding
113122817	113149529	F10	protein_coding
113158653	113172383	PROZ	protein_coding
113177576	113208711	PCID2	protein_coding
113209599	113230212	CUL4A	protein_coding
113263091	113263171	AL136221.1	miRNA
113324844	113364148	GRTP1	protein_coding
113422632	113453524	ADPRHL1	protein_coding
113455818	113490691	DCUN1D2	protein_coding
113527259	113530621	RP11-230F18.5	sense_intronic
113648803	113658186	ATP4B	protein_coding
113864167	113866833	GAS6-AS2	lincRNA
113878699	113883651	LINC00454	lincRNA
114107568	114108820	RASA3-IT1	sense_intronic
114234886	114272675	CDC16	protein_coding
114235060	114272675	CDC16	protein_coding
114244504	114244561	MIR548AR	miRNA
66507406	67181803	GPHN	protein_coding
66508503	67181023	GPHN	protein_coding
33213677	33681042	NPAS3	protein_coding
50312640	50334907	ATP5S	protein_coding
50329403	50395899	CDKL1	protein_coding
100663085	100676069	LINC00523	lincRNA
23058566	23071561	ACIN1	protein_coding
23058566	23071617	ACIN1	protein_coding
29264380	29378656	RP11-562L8.1	processed_transcript
29264843	29378560	RP11-562L8.1	processed_transcript
31400278	31457407	RP11-176H8.1	protein_coding
32329399	32830817	AKAP6	protein_coding
35548511	35808835	RALGAPA1	protein_coding
36679288	37172866	SLC25A21	protein_coding
46839628	47301560	MDGA2	protein_coding
56579792	56649515	TMEM260	protein_coding
59596327	59870752	RTN1	protein_coding
62712239	63101866	KCNH5	protein_coding
63852982	64226432	SYNE2	protein_coding
67819778	68611565	RAD51B	protein_coding
67819807	68595996	RAD51B	protein_coding
69191530	69242356	EXD2	protein_coding
69191554	69242358	EXD2	protein_coding
69191765	69244020	EXD2	protein_coding
69191805	69241449	EXD2	protein_coding
71292728	71321814	RP1-261D10.2	antisense
71964791	72537713	RGS6	protein_coding
71964791	72540324	RGS6	protein_coding
73275215	73458519	NUMB	protein_coding
79279338	79862478	NRXN3	protein_coding
79279905	79864417	NRXN3	protein_coding
97458815	97581601	CTD-2506J14.1	lincRNA
101634453	101731108	RP11-1029J19.5	lincRNA
103733751	103847590	PPP1R13B	protein_coding
19127735	19175530	RP11-146E13.4	lincRNA
20311369	20329380	CCNB1IP1	protein_coding
21090081	21104722	ZNF219	protein_coding
21210549	21269425	HNRNPC	protein_coding
21210922	21269410	HNRNPC	protein_coding
21210932	21269400	HNRNPC	protein_coding
21210932	21269425	HNRNPC	protein_coding
21211105	21269425	HNRNPC	protein_coding
21476754	21499175	TOX4	protein_coding
22381565	22432739	AE000661.37	processed_transcript
22382369	22432727	AE000661.37	processed_transcript
22773221	22819811	SLC7A7	protein_coding
24372814	24379604	NFATC4	protein_coding
28830247	28968400	CTD-2384A14.1	lincRNA
30622318	30735789	SCFD1	protein_coding
30895202	31026382	STRN3	protein_coding
31025105	31096449	AP4S1	protein_coding
31026642	31096449	AP4S1	protein_coding
31100117	31207483	HECTD1	protein_coding
32076984	32155083	ARHGAP5	protein_coding
32077288	32159728	ARHGAP5	protein_coding
33924230	33951081	EGLN3	protein_coding
34981956	35029567	SRP54	protein_coding
35122563	35277614	KIAA0391	protein_coding
35122721	35274017	KIAA0391	protein_coding
35897981	36063743	RP11-116N8.1	sense_overlapping
36136107	36176468	PTCSC3	lincRNA
36298567	36320627	MBIP	protein_coding
36298589	36320607	MBIP	protein_coding
37197912	37551258	MIPOL1	protein_coding
37197949	37552361	MIPOL1	protein_coding
39267123	39351193	CTAGE5	protein_coding
39267410	39350421	CTAGE5	protein_coding
45203189	45253402	MIS18BP1	protein_coding
49960543	50089203	LINC01588	lincRNA
51240167	51257546	TMX1	protein_coding
51765275	51825422	RP11-280K24.4	sense_overlapping
51847233	51967038	GNG2	protein_coding
51860641	51967040	GNG2	protein_coding
51877591	51969800	GNG2	protein_coding
52004802	52068994	NID2	protein_coding
52657948	52695705	ERO1A	protein_coding
55148111	55191544	DLGAP5	protein_coding
55148135	55191678	DLGAP5	protein_coding
56813182	56930833	OTX2-AS1	lincRNA
57269055	57288925	AP5M1	protein_coding
57390552	57415917	NAA30	protein_coding
58298503	58373730	ARID4A	protein_coding
58427384	58548828	KIAA0586	protein_coding
58427384	58548828	KIAA0586	protein_coding
58828287	59017328	LINC01500	lincRNA
59505060	59576831	CCDC175	protein_coding
60144119	60169856	DHRS7	protein_coding
60144783	60165429	DHRS7	protein_coding
60981113	61083712	SLC38A6	protein_coding
61322663	61550976	PRKCH	protein_coding
61570539	61658696	FLJ22447	lincRNA
61697621	61747771	HIF1A	protein_coding
61697621	61748259	HIF1A	protein_coding
61715557	61751097	HIF1A-AS2	lincRNA
61995822	62112550	SYT16	protein_coding
62117356	62128534	LINC00643	lincRNA
62118623	62130962	LINC00643	lincRNA
63371356	63543374	PPP2R5E	protein_coding
64214143	64226432	SYNE2	protein_coding
64215431	64226430	SYNE2	protein_coding
64478050	64503845	ZBTB25	protein_coding
65253700	65318790	CTD-2509G16.5	lincRNA
66230332	66509394	RP11-72M17.1	lincRNA
66508137	67059029	GPHN	protein_coding
67470265	67515304	TMEM229B	protein_coding
70044219	70189070	SLC8A3	protein_coding
70722525	70809171	MAP3K9	protein_coding
70729650	70809534	MAP3K9	protein_coding
70729935	70809506	MAP3K9	protein_coding
71529324	71739405	SIPA1L1	protein_coding
72969450	73027106	ZFYVE1	protein_coding
72969451	73027212	ZFYVE1	protein_coding
73886616	73931597	ZNF410	protein_coding
73886804	73932278	ZNF410	protein_coding
73892175	73924803	ZNF410	protein_coding
74019355	74066092	BBOF1	protein_coding
75578616	75648167	FLVCR2	protein_coding
75661267	75886867	TTLL5	protein_coding
75985783	76059271	IFT43	protein_coding
76151929	76153002	GPATCH2L	protein_coding
77048171	77086446	RP11-7F17.4	lincRNA
77708102	77761104	SLIRP	protein_coding
77717952	77761156	SNW1	protein_coding
77800082	77933954	ADCK1	protein_coding
77800138	77933952	ADCK1	protein_coding
80211418	80455469	DIO2-AS1	antisense
80955042	81146302	TSHR	protein_coding
81260655	81427404	STON2	protein_coding
81498807	81533833	SEL1L	protein_coding
85530227	85624087	FLRT2	protein_coding
85983945	86129778	CTD-2341M24.1	lincRNA
88465777	88550622	PTPN21	protein_coding
88594414	88611884	ZC3H14	protein_coding
88594434	88611951	ZC3H14	protein_coding
88612430	88792752	EML5	protein_coding
88824152	88877995	TTC8	protein_coding
88824152	88877995	TTC8	protein_coding
88824661	88877987	TTC8	protein_coding
91457610	91510144	PPP4R3A	protein_coding
91458138	91510478	PPP4R3A	protein_coding
92322580	92496251	SLC24A4	protein_coding
92323192	92496251	SLC24A4	protein_coding
92513773	92688994	RIN3	protein_coding
92936913	93115803	ITPK1	protein_coding
93184992	93212127	RP11-371E8.4	protein_coding
93430336	93706904	UNC79	protein_coding
93477640	93706904	UNC79	protein_coding
94487273	94504222	SERPINA12	protein_coding
95157644	95179933	DICER1-AS1	antisense
95663255	95692628	RP11-1070N10.6	sense_overlapping
96992863	96996601	RP11-907D1.3	TEC
99173960	99271524	BCL11B	protein_coding
100065277	100144236	EVL	protein_coding
100376493	100530303	WDR25	protein_coding
100897948	100928615	MEG8	lincRNA
101761797	101927989	PPP2R5C	protein_coding
101761884	101927685	PPP2R5C	protein_coding
101809904	101906647	PPP2R5C	protein_coding
102228820	102283672	MOK	protein_coding
102228838	102240597	MOK	protein_coding
102228840	102305200	MOK	protein_coding
102592660	102730576	RCOR1	protein_coding
102932378	103057462	CDC42BPB	protein_coding
103385519	103503826	MARK3	protein_coding
103385540	103503831	MARK3	protein_coding
103386029	103503227	MARK3	protein_coding
103629236	103685916	KLC1	protein_coding
105210366	105315589	BRF1	protein_coding
105248489	105251084	BTBD6	protein_coding
105248573	105251093	BTBD6	protein_coding
105314414	105395206	PACS2	protein_coding
105314743	105398147	PACS2	protein_coding
18343037	18343144	RNU6-458P	snRNA
18636042	18637421	RP11-536C10.16	lincRNA
19024089	19055446	CTD-2314B22.1	lincRNA
19300176	19302924	AL589743.1	protein_coding
19677643	19679016	RP11-597A11.6	lincRNA
19712935	19713920	OR11H2	protein_coding
19827448	19828372	OR4N2	protein_coding
19920581	19921659	OR4K5	protein_coding
20002162	20003163	OR4Q2	polymorphic_pseudogene
20014259	20015193	OR4K14	protein_coding
20033843	20034760	OR4K13	protein_coding
20197335	20198446	OR11G2	protein_coding
20217153	20217239	AL356019.1	miRNA
20223631	20224805	OR11H6	protein_coding
20323178	20323326	SNORA79	snoRNA
20343636	20357903	PARP2	protein_coding
20368393	20413420	TEP1	protein_coding
20469378	20477094	PNP	protein_coding
20556092	20560931	RNASE9	protein_coding
20556092	20560931	RNASE9	protein_coding
20556092	20560931	RNASE9	protein_coding
20556092	20560931	RNASE9	protein_coding
20583695	20587990	RNASE11	protein_coding
20587684	20596791	RP11-14J7.6	antisense
20679410	20679512	Y_RNA	misc_RNA
20684582	20700093	RNASE4	protein_coding
20731698	20748103	EDDM3A	protein_coding
20745891	20748380	EDDM3A	protein_coding
20768426	20770948	EDDM3B	protein_coding
20781050	20782467	RNASE6	protein_coding
20870277	20873370	RP11-219E7.3	lincRNA
20999289	21001871	SLC39A2	protein_coding
21016763	21025776	NDRG2	protein_coding
21016771	21022820	NDRG2	protein_coding
21016810	21023327	NDRG2	protein_coding
21016850	21025645	NDRG2	protein_coding
21024295	21029271	AL161668.5	lincRNA
21030249	21031282	TPPP2	protein_coding
21030270	21032151	TPPP2	protein_coding
21032817	21033895	RP11-998D10.1	antisense
21032819	21034785	RNASE13	protein_coding
21057821	21058455	RNASE8	protein_coding
21070269	21090240	ARHGEF40	protein_coding
21090045	21098640	ZNF219	protein_coding
21287976	21351295	RPGRIP1	protein_coding
